,word,freq
6936,绘本,7
6946,全知,7
6947,现世,7
6954,好丑,7
6972,創造,7
7020,奋起,7
7028,纷争,7
7150,冤冤相报,7
7160,不及格,7
7184,说声,7
7254,电影业,7
7255,掉落,7
7262,点开,7
7332,一两个,7
7361,闲暇,7
7377,缩短,7
7418,四周,7
7429,更糟,7
7492,吸引住,7
7496,热心,7
7522,小天使,7
7559,怎能不,7
7569,姐妹俩,7
7572,赶不上,7
7597,零食,7
7655,巴特勒,7
7702,转角,7
7711,抵消,7
7760,痴狂,7
7887,影響,7
7936,早饭,7
7944,抽筋,7
8001,迷路,7
8002,电影演员,7
8018,干脆利落,7
8029,機會,7
8044,深有感触,7
8176,超正,7
8179,露点,7
8183,拆弹,7
8207,流浪者,7
8219,抓不住,7
8236,莫谈国,7
8258,呼吁,7
8311,回顾展,7
8319,背离,7
8323,顾忌,7
8338,旺盛,7
8360,费解,7
8392,大本,7
8395,毒妇,7
8417,妖媚,7
8431,珍宝,7
8498,五十岁,7
8551,大丈夫,7
8642,配以,7
8711,全集,7
8735,天王,7
8753,说个,7
8799,大业,7
8848,中國人,7
8853,猜得到,7
8897,赘言,7
8910,保守主义,7
8920,线头,7
8941,毛钱,7
9025,布置,7
9038,店员,7
9079,水池,7
9093,哪咤,7
9102,半颗,7
9124,按部就班,7
9159,永别,7
9220,唱功,7
9307,耕作,7
9362,声画,7
9378,多一星,7
9384,疗愈,7
9452,第四堵,7
9459,亮色,7
9505,拍点,7
9518,换回,7
9533,殉道,7
9539,山羊,7
9566,可有可无,7
9596,记忆力,7
9598,词儿,7
9613,冰淇淋,7
9624,关注点,7
9666,之门,7
9696,孤身,7
9698,我命,7
9701,名号,7
9728,塌陷,7
9765,玩死,7
9863,后怕,7
9867,第二场,7
9869,描绘出,7
9901,春药,7
9953,根植,7
9956,沉入,7
9961,中说,7
10011,几回,7
10086,冷酷无情,7
10095,杀猪刀,7
10111,胡同,7
10153,成狗,7
10173,往下,7
10191,脱线,7
10244,关门,7
10264,陷害,7
10278,啥意思,7
10292,小嗝,7
10358,栅栏,7
10392,必属,7
10407,某件事,7
10446,白蛇传,7
10458,欧洲人,7
10513,隔靴搔痒,7
10536,以情动人,7
10563,心理学家,7
10597,不能忘怀,7
10613,从未见过,7
10644,孤傲,7
10691,辛酸泪,7
10733,拿枪,7
10734,阿拉伯,7
10736,那道,7
10827,残酷性,7
10833,衬托出,7
10855,后遗症,7
10869,一串,7
10883,同为,7
10886,斯特,7
10900,苏格兰人,7
10924,朝鲜,7
10963,班级,7
10992,明艳,7
11017,节日,7
11108,装置,7
11143,看星爷,7
11244,课题,7
11259,噼里啪啦,7
11305,被压迫,7
11341,馈赠,7
11386,带回家,7
11388,最高级,7
11422,识字,7
11450,出差,7
11472,律政,7
11479,不缓,7
11520,中国香港,7
11534,孝顺,7
11545,江山,7
11548,红尘,7
11685,伟光,7
11689,旧时,7
11701,下水道,7
11735,阶级矛盾,7
11757,争霸赛,7
11829,与萝莉,7
11839,斩断,7
11841,木头人,7
11873,追悔莫及,7
11924,经得住,7
11931,时代性,7
11937,渠道,7
11955,極度,7
12013,公布,7
12015,文革时期,7
12022,审问,7
12027,狠毒,7
12037,师长,7
12073,煮饭,7
12089,玛丽和,7
12131,社会阶层,7
12145,胜负,7
12146,依托,7
12149,此消彼长,7
12173,风骨,7
12199,迁徙,7
12224,稀里糊涂,7
12233,揣摩,7
12254,一律,7
12265,肉麻,7
12376,上级,7
12378,不堪回首,7
12532,祸水,7
12578,刀刀,7
12594,着手,7
12600,纽带,7
12614,说不出口,7
12624,本国,7
12648,迷醉,7
12716,迟疑,7
12728,通宵,7
12739,憔悴,7
12761,哀悼,7
12778,送行,7
12801,规避,7
12804,重度,7
12865,幸事,7
12877,扑街,7
12890,摔死,7
12915,花火,7
12916,浴衣,7
12928,另一番,7
12969,心地,7
12989,挺大,7
12994,油漆匠,7
13046,前夫,7
13048,祖母,7
13151,进度,7
13164,解体,7
13202,大俗,7
13257,脑细胞,7
13289,嬉戏,7
13311,着力点,7
13325,教给,7
13354,结合体,7
13355,顺眼,7
13431,较劲,7
13437,致郁,7
13448,订婚,7
13472,语法,7
13473,自不必说,7
13494,战地,7
13546,十万八千里,7
13559,深谷,7
13562,几人,7
13575,离异,7
13596,容不下,7
13655,作伴,7
13697,真情实感,7
13704,蜡笔,7
13706,轰鸣,7
13765,无端,7
13766,面包店,7
13773,沒能,7
13791,严师,7
13847,老头儿,7
13849,站上,7
13892,千人,7
13896,火烧,7
13940,毛主席,7
13956,童年时代,7
14029,悲喜交加,7
14069,吓哭,7
14094,性向,7
14124,这戏,7
14128,走光,7
14154,李小龙,7
14213,妇人,7
14224,昏迷,7
14230,实乃,7
14234,漏掉,7
14294,喊叫,7
14300,嗜血,7
14330,铁皮,7
14331,章鱼,7
14343,高跟鞋,7
14369,无缘无故,7
14389,产生共鸣,7
14425,风月,7
14438,多层次,7
14442,妙笔,7
14443,血战,7
14449,火炉,7
14463,妖精,7
14465,噪音,7
14503,此部,7
14568,水母,7
14585,本想,7
14607,日本鬼子,7
14639,一浪,7
14683,一去不返,7
14707,交互,7
14737,交朋友,7
14785,谋生,7
14792,一席之地,7
14837,姑姑,7
14851,会议,7
14875,风度,7
14891,大家庭,7
14935,魄力,7
14936,博伊尔,7
14941,马达加斯加,7
15003,婆婆妈妈,7
15043,他用,7
15049,关闭,7
15060,吊打,7
15071,手淫,7
15082,一死,7
15098,锦华,7
15145,寡言,7
15162,犧牲,7
15187,阻隔,7
15225,戴上,7
15229,海明威,7
15246,军国主义,7
15257,奥义,7
15267,洪荒,7
15271,征兆,7
15272,失踪,7
15300,非常简单,7
15323,全心全意,7
15325,人爱,7
15329,处事,7
15336,自然主义,7
15373,多苦,7
15452,舞台化,7
15466,宋大叔,7
15469,偏高,7
15481,上佳,7
15522,聚散,7
15528,谷之战,7
15543,接连,7
15566,看不完,7
15650,之树,7
15677,可不是,7
15703,贫瘠,7
15722,恻隐之心,7
15755,原声带,7
15762,幼时,7
15775,银翼,7
15824,三十岁,7
15864,密林,7
15871,煽得,7
15910,奥运会,7
15994,救世,7
16023,变通,7
16045,尽在不言中,7
16077,香蕉,7
16097,完有,7
16105,少年时期,7
16133,分支,7
16169,英格兰,7
16185,暴露出,7
16203,判若两人,7
16209,对内,7
16254,胡萝卜,7
16323,范晓萱,7
16338,完人,7
16390,高金素梅,7
16451,帶來,7
16476,相像,7
16521,较大,7
16530,探望,7
16557,辅以,7
16616,富家女,7
16617,穷小子,7
16621,创造性,7
16636,说不清楚,7
16651,揭穿,7
16666,正名,7
16693,床头,7
16740,果敢,7
16789,名声,7
16792,中总有,7
16799,等片,7
16818,溺水,7
16823,善解人意,7
16853,反胃,7
16898,架势,7
16943,兴致,7
16964,看望,7
17089,但他却,7
17096,代言,7
17103,开除,7
17106,阵亡,7
17143,即兴,7
17190,一个点,7
17251,小径,7
17254,铭心刻骨,7
17326,特寫,7
17355,贺岁,7
17364,并重,7
17391,同等,7
17477,大山,7
17493,转而,7
17544,层次分明,7
17547,知音,7
17552,楷模,7
17571,咎由自取,7
17584,烦人,7
17614,快成,7
17622,哭戏,7
17661,未见,7
17676,偷偷摸摸,7
17680,字幕版,7
17702,转世,7
17722,豹子,7
17725,无赖,7
17762,远行,7
17818,一举,7
17834,乡野,7
17859,庸人,7
17927,铁三角,7
17982,飞蛾,7
18044,紧握,7
18059,火灾,7
18063,点评,7
18079,翻译官,7
18085,弦乐,7
18102,印有,7
18131,追上,7
18136,各有特色,7
18149,窝心,7
18201,发条橙,7
18223,丰盛,7
18228,聚餐,7
18256,闺女,7
18281,更重,7
18297,续命,7
18360,一言不合,7
18363,五六十年代,7
18378,抹泪,7
18457,臃肿,7
18483,阿仁,7
18489,走投无路,7
18536,远古,7
18596,鲜嫩,7
18604,小王子,7
18623,无法形容,7
18642,闯荡,7
18702,子民,7
18703,更帅,7
18734,走近,7
18770,续写,7
18812,手册,7
18834,迂腐,7
18835,太坏,7
18853,说些,7
18880,海洋生物,7
18882,鲸鱼,7
18892,一干二净,7
18935,乾坤,7
18949,提携,7
18969,盖茨,7
18976,那头,7
18985,想见,7
18992,本質,7
19011,猛犸象,7
19035,片能,7
19052,守住,7
19058,叽叽喳喳,7
19177,千回百转,7
19180,巨著,7
19184,麻瓜,7
19229,生而,7
19239,偷师,7
19240,闭合,7
19260,翻来覆去,7
19263,生小孩,7
19265,金甲,7
19268,前头,7
19318,轻柔,7
19336,干燥,7
19356,光看,7
19363,奥运,7
19395,资金,7
19428,古希腊,7
19484,兴起,7
19493,加大,7
19501,重力,7
19506,全文,7
19530,起枪,7
19575,干活,7
19607,钓鱼,7
19614,春夏秋冬,7
19617,平衡点,7
19633,私奔,7
19635,洗衣机,7
19637,牙医,7
19667,插秧,7
19668,收割,7
19679,放走,7
19716,理直气壮,7
19742,布尔乔亚,7
19769,笃定,7
19776,纷飞,7
19785,味十足,7
19794,愤恨,7
19811,蓝莓,7
19849,布达佩斯,7
19869,一排,7
19882,撑伞,7
19892,电影学院,7
19894,看部,7
19900,闭嘴,7
19908,选修课,7
19918,加快,7
19945,悬疑剧,7
20024,东东,7
20032,编年史,7
20070,动心,7
20098,淡雅,7
20111,女尸,7
20135,告诫,7
20175,周星,7
20189,节操,7
20209,邻国,7
20240,了然,7
20249,玻璃心,7
20282,含情脉脉,7
20351,不赖,7
20361,伸张,7
20381,班长,7
20387,经纪人,7
20410,劳拉,7
20423,用光,7
20477,修女,7
20479,修道院,7
20481,风流倜傥,7
20512,總會,7
20530,本木雅弘,7
20584,语言不通,7
20657,一家子,7
20678,嗓门,7
20687,退却,7
20703,中日,7
20730,开山鼻祖,7
20758,侠骨,7
20762,绝伦,7
20783,怡情,7
20791,听众,7
20807,萍水相逢,7
20810,乐于,7
20836,见解,7
20860,不归路,7
20878,框框,7
20895,一致性,7
20941,突变,7
20964,笨重,7
20977,室内剧,7
21044,纸牌,7
21089,不减,7
21091,编得,7
21107,一笔带过,7
21111,绝路,7
21121,戏精,7
21128,原音,7
21162,发扬光大,7
21170,播出,7
21229,重装,7
21244,前一天,7
21273,出个,7
21302,完事,7
21330,现身,7
21417,母性,7
21441,纤细,7
21474,病床,7
21475,苟延残喘,7
21514,戏看,7
21574,求生存,7
21588,跳伞,7
21638,喷涌,7
21642,换换,7
21654,橘子,7
21683,邦德,7
21696,两头,7
21699,设身处地,7
21714,踏出,7
21718,天长地久,7
21723,抢救,7
21727,露骨,7
21729,花式,7
21733,小河,7
21743,周五,7
21763,一带而过,7
21940,流浪狗,7
21967,面對,7
21972,看守,7
21989,一去不回,7
22012,偷东西,7
22033,那帮,7
22043,自发,7
22074,可望,7
22085,創作,7
22115,背台词,7
22203,会变,7
22225,太散,7
22229,淡漠,7
22274,上译,7
22285,架不住,7
22288,青年人,7
22326,五星级,7
22382,好手,7
22433,灯泡,7
22525,不利,7
22608,萌生,7
22624,梁朝,7
22650,爬出来,7
22658,好难,7
22744,黑与白,7
22746,弗莱迪,7
22825,北海道,7
22832,猜出来,7
22867,嫁接,7
22956,举止,7
22964,量身,7
22972,一黑,7
23062,航海,7
23106,嗓音,7
23122,化险为夷,7
23172,何寶榮,7
23212,污点,7
23278,并不一定,7
23291,侦探小说,7
23297,小家庭,7
23298,讽喻,7
23315,座椅,7
23326,调换,7
23438,残存,7
23493,調度,7
23502,明顯,7
23569,时钟,7
23580,分身,7
23582,大餐,7
23589,攻略,7
23608,大智若愚,7
23666,躲藏,7
23682,不善,7
23693,哲学家,7
23711,有滋有味,7
23722,出格,7
23729,另一只,7
23733,泰隆,7
23780,娱乐圈,7
23788,人像,7
23798,太绝,7
23841,尼科尔,7
23876,哈里,7
23882,快到,7
23898,打赢,7
23919,可取,7
23949,断臂,7
23979,設定,7
24003,我活,7
24050,模版,7
24053,与非,7
24063,业内,7
24093,滔滔不绝,7
24103,山神,7
24152,不伦不类,7
24165,头重脚轻,7
24179,满含,7
24184,救助,7
24193,沙拉,7
24201,俯视,7
24241,第三段,7
24266,稀缺,7
24269,讲到,7
24270,拨开,7
24309,不放过,7
24376,粗粝,7
24387,看太多,7
24396,千钧,7
24401,理想国,7
24407,南美,7
24521,一束,7
24528,处世,7
24534,糖水,7
24553,初始,7
24582,地摊,7
24605,维文,7
24625,十二年,7
24667,曝光,7
24717,醒过来,7
24738,无地自容,7
24768,俄国,7
24778,选对,7
24789,流亡,7
24854,香港回归,7
24870,字样,7
24886,谈判,7
24917,如山,7
24952,名牌,7
24978,圣人,7
25018,扛着,7
25024,勇猛,7
25043,受过伤,7
25094,挤压,7
25098,越界,7
25139,就可以看,7
25178,伫立,7
25211,每周,7
25244,无愧于,7
25246,主题深刻,7
25248,不忘,7
25389,游戏迷,7
25394,避重就轻,7
25404,差得远,7
25407,一档,7
25431,气候,7
25473,很早以前,7
25506,鲜明对比,7
25511,屈服于,7
25600,氤氲,7
25613,层层叠叠,7
25651,动脑子,7
25654,哀而不伤,7
25671,捏造,7
25692,暗涌,7
25702,穷病,7
25736,越长越,7
25812,拔出,7
25814,带出,7
25824,高达,7
25828,所作所为,7
25831,一夜之间,7
25868,阿斯,7
25936,简约,7
25968,刀尖,7
25988,捡起,7
26012,耍流氓,7
26049,跑过来,7
26124,洗头,7
26156,必需,7
26179,过上,7
26234,绿叶,7
26240,分不清楚,7
26251,一堂,7
26252,必修课,7
26254,温习,7
26284,流星,7
26316,赌博,7
26343,叫嚣,7
26368,層次,7
26373,意識,7
26410,肯尼迪,7
26428,越生,7
26445,芯片,7
26473,可用,7
26516,往回,7
26579,压倒,7
26664,选中,7
26726,不同寻常,7
26751,机缘,7
26815,当权者,7
26824,马车,7
26879,幼齿,7
26936,不道德,7
26963,引申,7
26967,击碎,7
26970,冲刷,7
27027,风俗,7
27044,小西天,7
27141,故作高深,7
27160,猎者,7
27202,解气,7
27236,感天动地,7
27249,不可或缺,7
27298,录音带,7
27320,花心思,7
27323,热恋,7
27336,了不得,7
27523,何方,7
27545,幻梦,7
27564,灵巧,7
27623,一面镜子,7
27627,六部,7
27645,金子,7
27664,名曲,7
27679,大意,7
27706,之笔,7
27763,旅人,7
27831,塞拉利昂,7
27850,叹气,7
27893,客气,7
27902,无声无息,7
27959,小表弟,7
28024,推定,7
28142,还算,7
28148,调性,7
28160,领悟到,7
28207,愿不愿意,7
28257,编辑室,7
28273,组队,7
28292,评选,7
28302,太美丽,7
28312,傻女,7
28346,这群人,7
28359,无产阶级,7
28388,細膩,7
28406,神木,7
28433,今儿,7
28437,抖动,7
28451,推广,7
28468,渡人,7
28488,一小部分,7
28495,熟脸,7
28569,收得,7
28589,说道,7
28596,三种,7
28619,置换,7
28653,许下,7
28711,南韩,7
28724,愤懑,7
28740,飞奔,7
28756,乘着,7
28776,二维,7
28778,安安静静,7
28793,小帅哥,7
28817,几星,7
28822,左边,7
28837,夜空,7
28887,少儿不宜,7
28899,冒充,7
28918,大威,7
28975,存于,7
29011,投奔,7
29026,拘谨,7
29032,万花筒,7
29123,阵阵,7
29148,胡图族,7
29149,图西族,7
29188,一事,7
29191,短篇,7
29217,人太多,7
29245,操操,7
29308,衣冠禽兽,7
29319,闲聊,7
29338,共产主义,7
29399,润物无声,7
29537,刑侦,7
29554,急转直下,7
29555,宝石,7
29579,照镜子,7
29596,扣一星,7
29607,三日,7
29669,神像,7
29686,归结,7
29755,炽烈,7
29768,不太可能,7
29829,会计,7
29974,路途,7
29999,初出茅庐,7
30062,人比,7
30080,捕食,7
30219,翻阅,7
30307,讲述者,7
30393,行径,7
30407,白银,7
30419,红豆,7
30432,心路历程,7
30446,鸭子,7
30462,拼盘,7
30479,叫绝,7
30515,双向,7
30529,主席,7
30549,满星,7
30599,体香,7
30627,君王,7
30628,意气,7
30665,娘炮,7
30739,上用,7
30786,黑珍珠,7
30832,四月,7
30837,委婉,7
30865,要紧,7
30888,伊瓜苏,7
31034,虐得,7
31040,发动,7
31041,愚笨,7
31055,没救,7
31071,剥开,7
31077,老家伙,7
31084,别怕,7
31148,兼有,7
31165,嫌疑犯,7
31169,光凭,7
31182,都行,7
31183,晚期,7
31188,童话世界,7
31200,胎死腹中,7
31215,烈日,7
31267,成河,7
31321,寻回,7
31349,大美,7
31369,路口,7
31374,胜任,7
31415,横山,7
31482,告訴,7
31497,端的,7
31516,巔峰,7
31581,完整性,7
31587,过好,7
31588,挺帅,7
31617,焰火,7
31634,圆润,7
31647,周氏,7
31683,设备,7
31716,棒极了,7
31723,草芥,7
31812,前前后后,7
31831,无一不是,7
32025,土狗,7
32114,敌对,7
32134,聲音,7
32189,冷色调,7
32230,韩语,7
32302,爱国者,7
32355,凝望,7
32356,汇合,7
32408,点明,7
32495,选取,7
32599,无言以对,7
32626,太极,7
32656,松冈,7
32722,下定决心,7
32726,绝唱,7
32734,这剧,7
32761,施以,7
32765,有泪点,7
32841,借来,7
32852,提问,7
32887,诘问,7
32895,欢呼雀跃,7
32904,北方,7
32913,几亿,7
32927,莎翁,7
32954,猛兽,7
32987,崔岷植,7
33006,冷眼,7
33018,制造矛盾,7
33148,令人生厌,7
33162,细想,7
33197,好想你,7
33215,重情,7
33274,绝壁,7
33284,阶级分化,7
33328,细看,7
33372,条狗,7
33420,限于,7
33445,衝突,7
33542,战前,7
33562,格雷,7
33700,眉梢,7
33718,坂本龙,7
33853,译成,7
34022,会心,7
34189,女一号,7
34321,排挤,7
34325,额叶,7
34329,动人心魄,7
34338,初一,7
34342,长城,7
34368,拍烂,7
34421,敏捷,7
34424,点题,7
34491,河神,7
34508,砍柴,7
34513,传奇人物,7
34519,梦梦,7
34605,实施,7
34610,担得,7
34612,豆友,7
34625,岛上,7
34648,高中同学,7
34653,黛西,7
34671,仍觉,7
34673,隐瞒,7
34747,思密达,7
34764,骨灰级,7
34782,讲出,7
34973,美死,7
34996,窗前,7
34997,中西,7
35050,中二病,7
35061,手牵手,7
35078,光彩照人,7
35122,堅持,7
35130,最优,7
35143,这俩,7
35145,嚎啕,7
35186,淬炼,7
35192,美人归,7
35233,不可一世,7
35424,豆豆龙,7
35440,兄弟姐妹,7
35487,苍生,7
35515,串烧,7
35535,雅各布,7
35539,四重,7
35631,接二连三,7
35662,设计师,7
35670,任达华,7
35691,議題,7
35702,相當,7
35759,黄毛,7
35775,反向,7
35823,身體,7
35872,牢狱,7
35885,封杀,7
36177,相约,7
36260,沉寂,7
36301,言行,7
36468,斯导,7
36471,他来,7
36481,重压,7
36505,瞳孔,7
36509,梦到,7
36581,青春岁月,7
36656,安全带,7
36687,兴许,7
36689,拉远,7
36771,过人之处,7
36786,奇想,7
36893,背道而驰,7
36990,谦逊,7
37073,动物性,7
37091,摩斯,7
37119,整体性,7
37156,一连,7
37189,映后,7
37221,被禁,7
37241,諷刺,7
37269,黄金搭档,7
37410,眷侣,7
37521,图腾,7
37533,直升机,7
37550,欢乐颂,7
37561,大一,7
37601,虐杀,7
37654,可观,7
37658,满天飞,7
37770,寒心,7
37822,犯过,7
37885,流利,7
37950,农耕,7
37990,一两年,7
38002,腹黑,7
38084,桃源,7
38151,闭上,7
38208,物理学,7
38209,合力,7
38235,醇厚,7
38252,检察官,7
38257,洞见,7
38284,小区,7
38302,抽空,7
38343,见鬼,7
38369,逆向,7
38387,陷进,7
38442,只身,7
38498,弟妹,7
38686,木头,7
38715,加纳,7
38727,胸部,7
38795,太乙,7
38951,没跑,7
38969,百味,7
38973,顯得,7
39037,最会,7
39057,喝醉,7
39085,目的性,7
39113,高冷,7
39116,淡忘,7
39147,伊夏,7
39221,拍手,7
39266,取消,7
39315,太正,7
39406,连映,7
39640,夺目,7
39655,小情,7
39751,领导人,7
39756,黑衣,7
39839,奥纳多,7
39930,而亲,7
39943,匠人,7
40015,周全,7
40066,恐懼,7
40108,幻化,7
40124,挪威,7
40154,临终,7
40222,选项,7
40248,是我太,7
40315,二十,7
40465,热潮,7
40573,曲目,7
40612,无缘,7
40647,首刷,7
40686,老梗,7
40713,笑场,7
40773,多此一举,7
40898,奢华,7
41023,潜移默化,7
41068,通话,7
41153,之三,7
41320,全能,7
41355,困兽,7
41476,洛杉矶,7
41545,管理员,7
41589,特立独行,7
41594,拍下,7
41861,二三,7
41892,那一,7
41915,条件反射,7
41927,双男主,7
42368,爺爺,7
42504,寒意,7
42554,高层,7
42559,下坠,7
42618,最快,7
42640,正因如此,7
42759,站立,7
42831,图个,7
42863,份儿,7
42872,同妻,7
42885,丑女,7
42977,拿破仑,7
43065,这道,7
43282,流出,7
43302,抢镜,7
43305,水银,7
43386,李安是,7
43440,早些,7
43673,虚无缥缈,7
43756,不给力,7
43830,施虐,7
43953,纷繁,7
44006,蛐蛐,7
44047,精采,7
44216,协会,7
44230,燃点,7
44337,十一,7
44559,各怀,7
44592,视觉系,7
44613,露丝,7
44614,下垂,7
44723,天边,7
44731,起床,7
44876,魔王,7
45071,栗子,7
45269,四不像,7
45398,色情片,7
45480,空荡荡,7
45503,比利时,7
45518,同桌,7
45603,几内亚,7
45644,决定性,7
45939,房门,7
45974,谋杀案,7
46080,良辰美景,7
46187,哦哦哦,7
46193,博金斯,7
46366,旗帜,7
46391,轻微,7
46923,世界各地,7
46981,愤慨,7
47056,苦大仇深,7
47336,收束,7
47446,磨合,7
47450,销毁,7
47477,最合适,7
47759,耳环,7
47799,刻画出,7
48112,枪毙,7
48259,有色人种,7
48392,開心,7
48441,拆除,7
48620,大清,7
48666,不妥,7
48739,水火,7
48838,慎重,7
48848,公知,7
48854,辩解,7
48888,有权,7
48891,经典音乐,7
48898,苍天,7
48902,无人区,7
49142,耳熟,7
49164,滚来滚去,7
49208,师徒,7
49254,一听,7
49296,一齐,7
49355,白开水,7
49596,二姐,7
49657,区域,7
49684,合集,7
49789,街机,7
49891,赚人眼泪,7
50124,一场场,7
50268,晚年生活,7
50820,成见,7
50968,配有,7
51276,乔布斯,7
51292,随随便便,7
52022,武侠小说,7
52172,碍于,7
52568,奔驰,7
53368,参战,7
54333,時刻,7
54425,機器,7
55529,想家,7
55997,纯白,7
56226,电脑屏幕,7
56478,引诱,7
56628,老话,7
56829,树洞,7
56895,珍珠港,7
57503,藏匿,7
57531,偏狭,7
57871,当得起,7
58755,街区,7
58787,现代文明,7
59326,洗个,7
59333,夹带,7
61153,殉情,7
61403,成都,7
62294,大人物,7
62780,死水,7
64354,合法性,7
42,胡乱,6
109,編劇,6
194,略逊,6
261,误认为,6
324,死忠,6
540,困在,6
655,一道道,6
693,所迫,6
727,滑头,6
731,伸张正义,6
761,被判,6
773,高官,6
803,试炼,6
859,早餐,6
882,数不胜数,6
889,语速,6
944,打六星,6
954,女主死,6
960,意大利语,6
979,踏着,6
1004,掉入,6
1028,摆明,6
1043,爱惜,6
1077,没准,6
1138,防守,6
1140,正叙,6
1154,滥俗,6
1173,大麻,6
1215,岁数,6
1347,跳进,6
1393,摄制组,6
1444,小众,6
1515,杀毒软件,6
1550,怕怕,6
1559,迈进,6
1588,爱恨交织,6
1593,痞气,6
1607,复合,6
1646,法宝,6
1652,招牌式,6
1676,爱戴,6
1678,长官,6
1689,奸杀,6
1784,凝滞,6
1826,明喻,6
1919,人性化,6
1960,群居,6
1993,持有,6
2043,很灵,6
2157,骗取,6
2199,家业,6
2271,启智,6
2282,清理,6
2301,短裙,6
2350,真亦幻,6
2357,色诱,6
2416,玩过,6
2429,暴风雨,6
2443,塑像,6
2534,承認,6
2553,服装设计,6
2601,相扑,6
2655,小石头,6
2719,驾车,6
2807,上百万,6
2886,凤姐,6
2971,很烂,6
3061,哈迪,6
3075,木村拓哉,6
3106,电玩,6
3162,看来看去,6
3192,地平线,6
3219,抢占,6
3279,手写,6
3311,独具匠心,6
3326,捕获,6
3352,幾遍,6
3443,嬉闹,6
3517,不見,6
3541,沟里,6
3543,永世,6
3627,水墨画,6
3638,萌得,6
3658,半边,6
3705,李子雄,6
3858,业已,6
3865,哪条,6
3915,寓教于乐,6
3921,鲁莽,6
3981,列表,6
3996,需索,6
3997,洁癖,6
4010,借古讽今,6
4039,屏住,6
4044,近距离,6
4051,惊险刺激,6
4052,一天天,6
4065,牧场,6
4172,戒掉,6
4175,细密,6
4178,相恋,6
4184,幻境,6
4187,似懂非懂,6
4310,邦特,6
4392,强求,6
4400,结缘,6
4431,绑匪,6
4442,邀请,6
4452,判定,6
4509,人性本恶,6
4516,急切,6
4590,变连,6
4598,不累,6
4634,張曼玉,6
4637,樣子,6
4733,正派,6
4738,摆布,6
4810,偏弱,6
4853,心灵深处,6
4903,物理学家,6
4905,杂耍,6
4922,十几遍,6
4947,西毒,6
4948,固守,6
4993,认得,6
5025,庸碌,6
5033,温厚,6
5057,孤獨,6
5102,多维,6
5109,不谙世事,6
5159,农场,6
5175,伤痕累累,6
5179,萦绕在,6
5188,芥蒂,6
5206,最高点,6
5224,糟烂,6
5368,不息,6
5426,午餐,6
5445,原汁原味,6
5507,弹壳,6
5524,讴歌,6
5567,一卷,6
5596,大惊小怪,6
5630,好怀念,6
5635,第二年,6
5638,脱口而出,6
5703,记着,6
5727,七次,6
5761,没太看,6
5825,打成,6
5829,脑浆,6
5934,标总,6
5937,回档,6
5956,明星阵容,6
5984,幕剧,6
5989,冒犯,6
6029,多名,6
6133,百分百,6
6200,多米诺骨牌,6
6247,一酸,6
6249,维斯,6
6271,大二,6
6295,温特,6
6319,人鬼,6
6335,所得,6
6357,人情味儿,6
6427,肥猫,6
6440,拥挤,6
6444,涛声,6
6520,陈勋奇,6
6531,广角,6
6564,获胜,6
6572,不倒,6
6631,历尽,6
6682,新旧,6
6707,连篇,6
6715,百出,6
6719,一见,6
6744,中后期,6
6745,付诸行动,6
6777,乱搞,6
6795,模樣,6
6798,一段路,6
6803,評分,6
6833,科教片,6
6840,新生代,6
6870,偏袒,6
6923,食谱,6
7007,港台,6
7025,飘散,6
7038,弃儿,6
7078,见不得人,6
7081,提防,6
7112,知不知道,6
7143,二人组,6
7145,露西,6
7154,澳洲,6
7206,斯科,6
7213,冷淡,6
7224,压在,6
7267,史无前例,6
7290,面目全非,6
7293,粉嫩,6
7297,一以贯之,6
7317,男女之间,6
7350,未成年人,6
7403,麻将,6
7441,強大,6
7467,婚宴,6
7603,特烦,6
7616,时能,6
7623,祖辈,6
7635,起起伏伏,6
7639,無奈,6
7660,气势磅礴,6
7669,摩登,6
7693,出嫁,6
7768,坐牢,6
7776,包青天,6
7803,补个,6
7820,矛头,6
7838,四分五裂,6
7861,美而,6
7862,清高,6
7864,凌辱,6
7868,孤烟,6
7870,刀光剑影,6
7880,英语原声,6
7934,某天,6
7935,喝咖啡,6
7999,尾随,6
8008,十五,6
8013,压抑感,6
8024,張國榮,6
8067,听人,6
8077,画得,6
8115,肌肤,6
8117,脖颈,6
8124,江南,6
8140,悲惨世界,6
8152,傳統,6
8153,身邊,6
8173,点心,6
8192,付诸,6
8305,第二排,6
8336,生机勃勃,6
8347,绕过,6
8365,英气逼人,6
8367,白发,6
8384,一万倍,6
8401,突破性,6
8438,熊掌,6
8441,兼得,6
8446,遇不到,6
8447,想像中,6
8500,看大,6
8526,有过之而无不及,6
8529,肉欲,6
8535,拆分,6
8544,身体健康,6
8562,养老金,6
8573,徹底,6
8576,堅強,6
8616,一章,6
8627,半世纪,6
8716,之风,6
8771,美哭,6
8820,疲态,6
8875,同场,6
8939,菲茨杰拉德,6
8955,中西文化,6
8958,习以为常,6
8964,上帝保佑,6
9008,率性,6
9010,拜倒,6
9034,房东,6
9058,考驗,6
9074,进城,6
9083,嘴边,6
9189,喝杯,6
9191,解决不了,6
9252,台下,6
9258,不屑一顾,6
9302,跟进,6
9305,将军,6
9317,嬉皮士,6
9328,分片,6
9353,连带,6
9381,扎心,6
9389,助手,6
9498,公牛,6
9502,男版,6
9512,錯過,6
9522,垃圾桶,6
9525,两幅,6
